ref;TITULO;FECHA;ESTILO;TIPO;LOCALIDAD;PROVINCIA;DEDICATORIA;DURACION_SEG;AUTOR;BANDA_ESTRENO_CANDIDATA;DETALLES_MARCHA;DATOS_INT;MOTIVO;DISCO_ORIGEN;INSERTADA
M904;La salvación;2025;CCTT;;Granada;;Stmo.Cristo de la Misericordia con motivo del Centenario Fundacional de la Hdad.del Silencio;223;García Pérez, Ignacio José (id 110, ya en BD);"(CT)Nuestro Padre Jesús Despojado de sus Vestiduras (Granada) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/6663/;
M907;Al compás de tu humildad;;AM;;jerez de los Caballeros;;Cristo de la Humildad;174;Ahumada Salguero, Manuel Jesús (autor nuevo, sin alta todavía);(AM)Nuestro Padre Jesús Nazareno (Jerez de los Caballeros) (banda nueva, pendiente de alta - ref B50);;;B_titulo_parecido_otro_autor;https://discografiasdemarchasprocesionales.com/discos/6669/;
M911;El patio de los gentiles;;AM;;;;;224;Muñiz Carmona, Sergio (id 496, ya en BD);(AM)Nuestro Padre Jesús del Soberano Poder. (Alcalá de Guadaíra) (banda nueva, pendiente de alta - ref B51);;;B_titulo_parecido_otro_autor;https://discografiasdemarchasprocesionales.com/discos/6671/;
M913;Misericordia;;AM;;;;;260;Muñiz Carmona, Sergio (id 496, ya en BD);(AM)Nuestro Padre Jesús del Soberano Poder. (Alcalá de Guadaíra) (banda nueva, pendiente de alta - ref B51);;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/6671/;
M915;Al señor de la paz;;AM;;;;;254;Muñiz Carmona, Sergio (id 496, ya en BD);(AM)Nuestro Padre Jesús del Soberano Poder. (Alcalá de Guadaíra) (banda nueva, pendiente de alta - ref B51);;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/6671/;
M921;Arrepentimiento de judas;;AM;;Alcaudete;;Antigua Cofradía de los Apóstoles;204;López Gándara, Cristóbal (id 121, ya en BD);"(AM)Jesús Cautivo (Alcaudete) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;B_titulo_parecido_otro_autor;https://discografiasdemarchasprocesionales.com/discos/6683/;
M922;El dolor de la madre;;AM;;Alcaudete;;Ntra.Sra.de los Dolores;289;Sánchez Martín, José María (id 24, ya en BD);"(AM)Jesús Cautivo (Alcaudete) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;B_titulo_parecido_otro_autor;https://discografiasdemarchasprocesionales.com/discos/6683/;
M925;Vera crux;;AM;;Marmolejo;;Stmo.Cristo de la Vera Cruz;257;Sánchez Martín, José María (id 24, ya en BD);"(AM)Jesús Cautivo (Alcaudete) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;D_mismo_autor_titulo_parecido;https://discografiasdemarchasprocesionales.com/discos/6683/;
M928;Getsemaní;2023;AM;;Alcalá la Real;;Ntro.Padre Jesús en el Huerto de Olivo;203;Sánchez Crespillo, José Manuel (id 689, ya en BD);(AM)Virgen de la Esperanza (Alcalá la Real) (banda nueva, pendiente de alta - ref B52);;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/6687/;
M929;Esperanza nuestra;;AM;;;;;219;Perea Garrido, Pablo (id 1093, ya en BD);(AM)Virgen de la Esperanza (Alcalá la Real) (banda nueva, pendiente de alta - ref B52);;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/6687/;
M935;Sentenciado;;CCTT;;Úbeda;;Ntro.Padre Jesús de la Sentencia;200;Ortiz Morón, Francisco José (id 17, ya en BD);"(CT)María Santísima de las Penas (Úbeda) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/6689/;
M937;Esas penas de tu cara;;CCTT;;;;;214;Gámez Esteban, Joaquín (id 725, ya en BD);"(CT)María Santísima de las Penas (Úbeda) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/6691/;
